    0.10607    0.10558
    0.21213    0.21017
    0.31820    0.31379
    0.42426    0.41642
    0.53033    0.51808
    0.63640    0.61876
    0.74246    0.71845
    0.84853    0.81717
    0.95459    0.91490
    1.06066    1.01166
    1.16673    1.10744
    1.27279    1.20223
    1.37886    1.29605
    1.48492    1.38888
    1.59099    1.48074
    1.69706    1.57162
    1.80312    1.66151
    1.90919    1.75043
    2.01525    1.83836
    2.12132    1.92532
    2.22739    2.01130
    2.33345    2.09629
    2.43952    2.18031
    2.54558    2.26334
    2.65165    2.34540
    2.75772    2.42648
    2.86378    2.50657
    2.96985    2.58569
    3.07591    2.66382
    3.18198    2.74098
    3.28805    2.81716
    3.39411    2.89235
    3.50018    2.96657
    3.60624    3.03980
    3.71231    3.11206
    3.81838    3.18334
    3.92444    3.25363
    4.03051    3.32295
    4.13657    3.39128
    4.24264    3.45864
    4.34871    3.52502
    4.45477    3.59041
    4.56084    3.65483
    4.66690    3.71826
    4.77297    3.78072
    4.87904    3.84220
    4.98510    3.90269
    5.09117    3.96221
    5.19723    4.02074
    5.30330    4.07830
    5.40937    4.13488
    5.51543    4.19047
    5.62150    4.24509
    5.72756    4.29872
    5.83363    4.35138
    5.93970    4.40306
    6.04576    4.45375
    6.15183    4.50347
    6.25789    4.55220
    6.36396    4.59996
    6.47003    4.64674
    6.57609    4.69253
    6.68216    4.73735
    6.78823    4.78119
    6.89429    4.82404
    7.00036    4.86592
    7.10642    4.90681
    7.21249    4.94673
    7.31856    4.98567
    7.42462    5.02362
    7.53069    5.06060
    7.63675    5.09659
    7.74282    5.13161
    7.84889    5.16565
    7.95495    5.19870
    8.06102    5.23078
    8.16708    5.26187
    8.27315    5.29199
    8.37922    5.32113
    8.48528    5.34928
    8.59135    5.37646
    8.69741    5.40265
    8.80348    5.42787
    8.90954    5.45210
    9.01561    5.47536
    9.12168    5.49764
    9.22774    5.51893
    9.33381    5.53925
    9.43988    5.55859
    9.54594    5.57694
    9.65201    5.59432
    9.75807    5.61071
    9.86414    5.62613
    9.97021    5.64057
   10.07627    5.65402
   10.18234    5.66650
   10.28840    5.67799
   10.39447    5.68851
   10.50054    5.69805
   10.60660    5.70660
   10.71267    5.71418
   10.81873    5.72077
   10.92480    5.72639
   11.03087    5.73103
   11.13693    5.73468
   11.24300    5.73736
   11.34906    5.73905
   11.45513    5.73977
   11.56120    5.73951
   11.66726    5.73826
   11.77333    5.73604
   11.87939    5.73283
   11.98546    5.72865
   12.09153    5.72349
   12.19759    5.71734
   12.30366    5.71022
   12.40972    5.70211
   12.51579    5.69303
   12.62186    5.68297
   12.72792    5.67192
   12.83399    5.65990
   12.94005    5.64689
   13.04612    5.63291
   13.15219    5.61795
   13.25825    5.60200
   13.36432    5.58508
   13.47038    5.56717
   13.57645    5.54829
   13.68252    5.52843
   13.78858    5.50758
   13.89465    5.48576
   14.00071    5.46295
   14.10678    5.43917
   14.21285    5.41441
   14.31891    5.38866
   14.42498    5.36194
   14.53104    5.33423
   14.63711    5.30555
   14.74318    5.27589
   14.84924    5.24524
   14.95531    5.21362
   15.06137    5.18101
   15.16744    5.14743
   15.27351    5.11287
   15.37957    5.07732
   15.48564    5.04080
   15.59170    5.00329
   15.69777    4.96481
   15.80384    4.92535
   15.90990    4.88490
   16.01597    4.84348
   16.12203    4.80107
   16.22810    4.75769
   16.33417    4.71333
   16.44023    4.66798
   16.54630    4.62166
   16.65236    4.57436
   16.75843    4.52607
   16.86450    4.47681
   16.97056    4.42656
   17.07663    4.37534
   17.18270    4.32314
   17.28876    4.26995
   17.39483    4.21579
   17.50089    4.16064
   17.60696    4.10452
   17.71302    4.04741
   17.81909    3.98933
   17.92516    3.93027
   18.03122    3.87022
   18.13729    3.80920
   18.24335    3.74720
   18.34942    3.68421
   18.45549    3.62025
   18.56155    3.55530
   18.66762    3.48938
   18.77369    3.42247
   18.87975    3.35459
   18.98582    3.28573
   19.09188    3.21588
   19.19795    3.14506
   19.30401    3.07325
   19.41008    3.00047
   19.51615    2.92671
   19.62221    2.85196
   19.72828    2.77624
   19.83434    2.69954
   19.94041    2.62185
   20.04648    2.54319
   20.15254    2.46354
   20.25861    2.38292
   20.36468    2.30132
   20.47074    2.21873
   20.57681    2.13517
   20.68287    2.05062
   20.78894    1.96510
   20.89500    1.87860
   21.00107    1.79111
   21.10714    1.70265
   21.21320    1.61320
   21.31927    1.52278
   21.42533    1.43138
   21.53140    1.33899
   21.63747    1.24563
   21.74353    1.15128
   21.84960    1.05596
   21.95567    0.95966
   22.06173    0.86237
   22.16780    0.76411
   22.27386    0.66486
   22.37993    0.56464
   22.48599    0.46344
   22.59206    0.36125
   22.69813    0.25809
   22.80419    0.15394
   22.91026    0.04882
   23.01632   -0.05728
